company_id,company_name,sector,year,operating_cash_flow,investing_cash_flow,financing_cash_flow,borrowings,borrowing_change,capital_allocation_pattern
INFY,Infosys Ltd,Information Technology,2015.0,8353.0,999.0,-4935.0,0.0,0.0,Cash Generation + Deleveraging
INFY,Infosys Ltd,Information Technology,2016.0,10028.0,-885.0,-6813.0,0.0,0.0,Reinvestment + Deleveraging
INFY,Infosys Ltd,Information Technology,2017.0,11531.0,-14664.0,-6939.0,0.0,0.0,Reinvestment + Deleveraging
INFY,Infosys Ltd,Information Technology,2018.0,13218.0,4533.0,-20505.0,0.0,0.0,Cash Generation + Deleveraging
INFY,Infosys Ltd,Information Technology,2019.0,14841.0,-632.0,-14512.0,0.0,0.0,Reinvestment + Deleveraging
INFY,Infosys Ltd,Information Technology,2020.0,17003.0,-331.0,-17591.0,4633.0,4633.0,Reinvestment + Deleveraging
INFY,Infosys Ltd,Information Technology,2021.0,23224.0,-7373.0,-9786.0,5325.0,692.0,Reinvestment + Deleveraging
INFY,Infosys Ltd,Information Technology,2022.0,23885.0,-6485.0,-24642.0,5474.0,149.0,Reinvestment + Deleveraging
INFY,Infosys Ltd,Information Technology,2023.0,22467.0,-1071.0,-26695.0,8299.0,2825.0,Reinvestment + Deleveraging
INFY,Infosys Ltd,Information Technology,2024.0,25210.0,-5093.0,-17504.0,8804.0,505.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2013.0,9340.0,-9294.0,352.0,89671.0,,Growth + External Financing
IOC,"Indian Oil Corporation
",Energy,2014.0,24195.0,-18594.0,-3116.0,94916.0,5245.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2015.0,46092.0,-10215.0,-38283.0,64893.0,-30023.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2016.0,25624.0,-13610.0,-11890.0,58552.0,-6341.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2017.0,28216.0,-17684.0,-10937.0,63271.0,4719.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2018.0,29115.0,-17119.0,-12007.0,65650.0,2379.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2019.0,12747.0,-22569.0,10436.0,96765.0,31115.0,Growth + External Financing
IOC,"Indian Oil Corporation
",Energy,2020.0,7146.0,-29101.0,22456.0,129790.0,33025.0,Growth + External Financing
IOC,"Indian Oil Corporation
",Energy,2021.0,49650.0,-22935.0,-27369.0,116649.0,-13141.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2022.0,25747.0,-21294.0,-4058.0,132020.0,15371.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2023.0,29644.0,-28030.0,-1794.0,148977.0,16957.0,Reinvestment + Deleveraging
IOC,"Indian Oil Corporation
",Energy,2024.0,71099.0,-31464.0,-39385.0,163401.0,14424.0,Reinvestment + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2015.0,69.0,-46.0,-17.0,0.0,,Reinvestment + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2016.0,288.0,7.0,-31.0,0.0,0.0,Cash Generation + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2017.0,338.0,94.0,-136.0,0.0,0.0,Cash Generation + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2018.0,24.0,40.0,-57.0,0.0,0.0,Cash Generation + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2019.0,499.0,-353.0,-179.0,0.0,0.0,Reinvestment + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2020.0,409.0,8.0,-280.0,0.0,0.0,Cash Generation + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2021.0,248.0,-453.0,-47.0,79.0,79.0,Reinvestment + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2022.0,524.0,-242.0,-258.0,105.0,26.0,Reinvestment + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2023.0,812.0,-317.0,-434.0,84.0,-21.0,Reinvestment + Deleveraging
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2024.0,882.0,-215.0,-404.0,42.0,-42.0,Reinvestment + Deleveraging
IRFC,Indian Railway Finance Corporation Ltd,Financials,2016.0,-16378.0,2.0,17582.0,87503.0,,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2017.0,-19455.0,2.0,18250.0,106395.0,18892.0,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2018.0,-28076.0,2.0,28075.0,134006.0,27611.0,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2019.0,-41748.0,1.0,41749.0,173933.0,39927.0,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2020.0,-62701.0,1.0,62697.0,234377.0,60444.0,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2021.0,-89907.0,0.0,90202.0,323145.0,88768.0,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2022.0,-64412.0,-5.0,64266.0,388440.0,65295.0,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2023.0,-28588.0,0.0,28644.0,418935.0,30495.0,Financing Supported
IRFC,Indian Railway Finance Corporation Ltd,Financials,2024.0,7914.0,-8.0,-8046.0,403111.0,-15824.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2013.0,7102.0,-3881.0,-3310.0,102.0,,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2014.0,7344.0,-3254.0,-4122.0,242.0,140.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2015.0,9843.0,-5275.0,-4661.0,269.0,27.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2016.0,9799.0,-3921.0,-5613.0,84.0,-185.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2017.0,10627.0,-3251.0,-7301.0,46.0,-38.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2018.0,13169.0,-7114.0,-6221.0,36.0,-10.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2019.0,12583.0,-5546.0,-6869.0,13.0,-23.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2020.0,14690.0,-6174.0,-8181.0,277.0,264.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2021.0,12527.0,5740.0,-18634.0,271.0,-6.0,Cash Generation + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2022.0,15776.0,-2238.0,-13580.0,249.0,-22.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2023.0,18878.0,-5732.0,-13006.0,306.0,57.0,Reinvestment + Deleveraging
ITC,"ITC Ltd
",Consumer Staples,2024.0,17179.0,1563.0,-18551.0,304.0,-2.0,Cash Generation + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2013.0,3522.0,-9591.0,6111.0,24618.0,,Growth + External Financing
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2014.0,4580.0,-12694.0,8879.0,36368.0,11750.0,Growth + External Financing
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2015.0,1182.0,-6717.0,5708.0,45501.0,9133.0,Growth + External Financing
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2016.0,4333.0,-2262.0,-2672.0,46797.0,1296.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2017.0,6850.0,-1998.0,-5108.0,45850.0,-947.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2018.0,7724.0,-1431.0,-6276.0,42962.0,-2888.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2019.0,9027.0,-832.0,-8261.0,39559.0,-3403.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2020.0,8814.0,-1476.0,-7016.0,36824.0,-2735.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2021.0,11961.0,-1884.0,-4612.0,29910.0,-6914.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2022.0,16048.0,-2331.0,-15120.0,13502.0,-16408.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2023.0,7347.0,-4090.0,-2500.0,13046.0,-456.0,Reinvestment + Deleveraging
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2024.0,6008.0,-8344.0,1381.0,17266.0,4220.0,Growth + External Financing
JIOFIN,Jio Financial Services Ltd,Financials,2023.0,2055.0,-1110.0,-889.0,743.0,,Reinvestment + Deleveraging
JIOFIN,Jio Financial Services Ltd,Financials,2024.0,-678.0,1441.0,-753.0,0.0,-743.0,Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2013.0,1725.0,-944.0,-684.0,10377.0,,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2014.0,2269.0,-363.0,-1859.0,10106.0,-271.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2015.0,3394.0,-422.0,-2327.0,9294.0,-812.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2016.0,3538.0,-3272.0,-1622.0,14862.0,5568.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2017.0,3853.0,-762.0,-2595.0,14349.0,-513.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2018.0,3934.0,-215.0,-3968.0,11883.0,-2466.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2019.0,2491.0,-55.0,-2523.0,10555.0,-1328.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2020.0,2082.0,301.0,-1962.0,9840.0,-715.0,Cash Generation + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2021.0,3700.0,-1030.0,-2515.0,8371.0,-1469.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2022.0,2952.0,-1387.0,-781.0,8943.0,572.0,Reinvestment + Deleveraging
JSWENERGY,JSW Energy Ltd,Energy,2023.0,2084.0,-6778.0,7327.0,25051.0,16108.0,Growth + External Financing
JSWENERGY,JSW Energy Ltd,Energy,2024.0,6234.0,-8197.0,1675.0,30853.0,5802.0,Growth + External Financing
JSWSTEEL,JSW Steel Ltd,Materials,2013.0,5844.0,-5433.0,-791.0,21625.0,,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2014.0,2594.0,-5618.0,3300.0,35527.0,13902.0,Growth + External Financing
JSWSTEEL,JSW Steel Ltd,Materials,2015.0,7876.0,-7372.0,-169.0,38754.0,3227.0,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2016.0,6897.0,-3857.0,-3151.0,42204.0,3450.0,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2017.0,7888.0,-5094.0,-2710.0,43334.0,1130.0,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2018.0,12379.0,-4529.0,-8185.0,39393.0,-3941.0,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2019.0,14633.0,-11387.0,1753.0,47396.0,8003.0,Growth + External Financing
JSWSTEEL,JSW Steel Ltd,Materials,2020.0,12785.0,-19589.0,5189.0,61423.0,14027.0,Growth + External Financing
JSWSTEEL,JSW Steel Ltd,Materials,2021.0,18789.0,-7702.0,-3110.0,62392.0,969.0,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2022.0,26270.0,-14748.0,-14657.0,72237.0,9845.0,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2023.0,23323.0,-10730.0,-5977.0,80853.0,8616.0,Reinvestment + Deleveraging
JSWSTEEL,JSW Steel Ltd,Materials,2024.0,12078.0,-14467.0,-5005.0,95258.0,14405.0,Reinvestment + Deleveraging
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2013.0,2878.0,-9035.0,7099.0,85561.0,,Growth + External Financing
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2014.0,9068.0,-1130.0,-5814.0,85937.0,376.0,Reinvestment + Deleveraging
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2015.0,2302.0,-4467.0,2426.0,104258.0,18321.0,Growth + External Financing
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2016.0,5025.0,-2353.0,2024.0,179679.0,75421.0,Growth + External Financing
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2017.0,13222.0,-5289.0,6055.0,205230.0,25551.0,Growth + External Financing
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2018.0,-10392.0,-5475.0,14679.0,249840.0,44610.0,Financing Supported
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2019.0,1822.0,-3323.0,8365.0,291763.0,41923.0,Growth + External Financing
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2020.0,46619.0,-13068.0,-735.0,326477.0,34714.0,Reinvestment + Deleveraging
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2021.0,4881.0,-11172.0,-10072.0,327110.0,633.0,Reinvestment + Deleveraging
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2022.0,8308.0,-10903.0,7543.0,365747.0,38637.0,Growth + External Financing
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2023.0,-1242.0,-10381.0,1883.0,418807.0,53060.0,Financing Supported
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2024.0,15685.0,-8919.0,15515.0,520374.0,101567.0,Growth + External Financing
LICI,Life Insurance Corporation of India,Financials,2019.0,13274.0,9636.0,-13700.0,269401.0,,Cash Generation + Deleveraging
LICI,Life Insurance Corporation of India,Financials,2020.0,54367.0,-40415.0,-18664.0,253414.0,-15987.0,Reinvestment + Deleveraging
LICI,Life Insurance Corporation of India,Financials,2021.0,80602.0,148447.0,-256125.0,4.0,-253410.0,Cash Generation + Deleveraging
LICI,Life Insurance Corporation of India,Financials,2022.0,-3783.0,12531.0,0.0,1.0,-3.0,Mixed
LICI,Life Insurance Corporation of India,Financials,2023.0,54519.0,-52848.0,-949.0,0.0,-1.0,Reinvestment + Deleveraging
LICI,Life Insurance Corporation of India,Financials,2024.0,26122.0,-25269.0,-4427.0,10.0,10.0,Reinvestment + Deleveraging
LODHA,Macrotech Developers Ltd,Real Estate,2016.0,387.0,-854.0,330.0,13835.0,,Growth + External Financing
LODHA,Macrotech Developers Ltd,Real Estate,2017.0,1469.0,-1174.0,-312.0,16183.0,2348.0,Reinvestment + Deleveraging
LODHA,Macrotech Developers Ltd,Real Estate,2018.0,696.0,-651.0,24.0,22616.0,6433.0,Growth + External Financing
LODHA,Macrotech Developers Ltd,Real Estate,2019.0,-463.0,-175.0,736.0,25641.0,3025.0,Financing Supported
LODHA,Macrotech Developers Ltd,Real Estate,2020.0,3772.0,182.0,-4188.0,18423.0,-7218.0,Cash Generation + Deleveraging
LODHA,Macrotech Developers Ltd,Real Estate,2021.0,2524.0,420.0,-2835.0,18193.0,-230.0,Cash Generation + Deleveraging
LODHA,Macrotech Developers Ltd,Real Estate,2022.0,1998.0,1139.0,-2888.0,11537.0,-6656.0,Cash Generation + Deleveraging
LODHA,Macrotech Developers Ltd,Real Estate,2023.0,2750.0,1789.0,-3706.0,9060.0,-2477.0,Cash Generation + Deleveraging
LODHA,Macrotech Developers Ltd,Real Estate,2024.0,2512.0,-2947.0,951.0,7990.0,-1070.0,Growth + External Financing
LT,Larsen & Toubro Ltd,Industrials,2013.0,-4355.0,-6922.0,11429.0,234.0,,Financing Supported
LT,Larsen & Toubro Ltd,Industrials,2014.0,-7143.0,-5510.0,13136.0,110.0,-124.0,Financing Supported
LT,Larsen & Toubro Ltd,Industrials,2015.0,-1365.0,-4778.0,7903.0,218.0,108.0,Financing Supported
LT,Larsen & Toubro Ltd,Industrials,2016.0,-3240.0,-4627.0,7253.0,55.0,-163.0,Financing Supported
LT,Larsen & Toubro Ltd,Industrials,2017.0,6655.0,-9796.0,2896.0,0.0,-55.0,Growth + External Financing
LT,Larsen & Toubro Ltd,Industrials,2018.0,-10031.0,3914.0,9370.0,0.0,0.0,Financing Supported
LT,Larsen & Toubro Ltd,Industrials,2019.0,-4756.0,-11023.0,15440.0,0.0,0.0,Financing Supported
LT,Larsen & Toubro Ltd,Industrials,2020.0,6694.0,-8408.0,6372.0,912.0,912.0,Growth + External Financing
LT,Larsen & Toubro Ltd,Industrials,2021.0,23074.0,-5750.0,-15274.0,798.0,-114.0,Reinvestment + Deleveraging
LT,Larsen & Toubro Ltd,Industrials,2022.0,19164.0,-3585.0,-15181.0,258.0,-540.0,Reinvestment + Deleveraging
LT,Larsen & Toubro Ltd,Industrials,2023.0,22777.0,-8048.0,-11572.0,1541.0,1283.0,Reinvestment + Deleveraging
LT,Larsen & Toubro Ltd,Industrials,2024.0,18266.0,2179.0,-25413.0,2326.0,785.0,Cash Generation + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2013.0,608.0,-224.0,-396.0,234.0,,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2014.0,628.0,180.0,-769.0,110.0,-124.0,Cash Generation + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2015.0,642.0,-103.0,-497.0,218.0,108.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2016.0,858.0,-40.0,-817.0,55.0,-163.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2017.0,1170.0,-961.0,-33.0,0.0,-55.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2018.0,844.0,-452.0,-408.0,0.0,0.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2019.0,1395.0,-749.0,-594.0,0.0,0.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2020.0,1644.0,-643.0,-890.0,912.0,912.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2021.0,2400.0,-1657.0,-509.0,798.0,-114.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2022.0,3251.0,-1643.0,-1680.0,258.0,-540.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2023.0,3095.0,-271.0,-1932.0,1541.0,1283.0,Reinvestment + Deleveraging
LTIM,LTIMindtree Ltd,Information Technology,2024.0,5670.0,-3918.0,-2269.0,2326.0,785.0,Reinvestment + Deleveraging
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2013.0,-922.0,-2903.0,4508.0,28711.0,,Financing Supported
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2014.0,-244.0,-4524.0,5577.0,35167.0,6456.0,Financing Supported
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2015.0,1055.0,-4357.0,1669.0,37911.0,2744.0,Growth + External Financing
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2016.0,2385.0,-5506.0,2967.0,41553.0,3642.0,Growth + External Financing
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2017.0,183.0,-5875.0,6108.0,48762.0,7209.0,Growth + External Financing
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2018.0,682.0,-5467.0,6314.0,55898.0,7136.0,Growth + External Financing
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2019.0,-4347.0,-7174.0,13194.0,70848.0,14950.0,Financing Supported
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2020.0,-1457.0,-6870.0,6933.0,82092.0,11244.0,Financing Supported
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2021.0,17909.0,-19686.0,406.0,80625.0,-1467.0,Growth + External Financing
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2022.0,9248.0,-3252.0,-5883.0,77605.0,-3020.0,Reinvestment + Deleveraging
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2023.0,-7074.0,-8866.0,15946.0,92247.0,14642.0,Financing Supported
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2024.0,-5630.0,-5615.0,12281.0,116844.0,24597.0,Financing Supported
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2013.0,4059.0,-3119.0,-979.0,1569.0,,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2014.0,4995.0,-4997.0,-74.0,2004.0,435.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2015.0,6449.0,-4491.0,-2004.0,666.0,-1338.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2016.0,8482.0,-7230.0,-1237.0,231.0,-435.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2017.0,10282.0,-9173.0,-1129.0,484.0,253.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2018.0,11788.0,-8302.0,-3436.0,121.0,-363.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2019.0,6601.0,-3540.0,-2948.0,160.0,39.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2020.0,3496.0,-557.0,-3104.0,184.0,24.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2021.0,8856.0,-7291.0,-1545.0,541.0,357.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2022.0,1840.0,-239.0,-1607.0,426.0,-115.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2023.0,10815.0,-8820.0,-1214.0,1248.0,822.0,Reinvestment + Deleveraging
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2024.0,16801.0,-11865.0,-4062.0,158.0,-1090.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2013.0,1486.0,-1089.0,-256.0,4904.0,,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2014.0,2695.0,-1372.0,-1080.0,4840.0,-64.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2015.0,3390.0,-2844.0,494.0,5131.0,291.0,Growth + External Financing
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2016.0,2188.0,-1906.0,-263.0,6069.0,938.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2017.0,3800.0,-6145.0,5518.0,10349.0,4280.0,Growth + External Financing
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2018.0,3264.0,-3194.0,-2221.0,10374.0,25.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2019.0,4312.0,-3318.0,-225.0,11534.0,1160.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2020.0,6352.0,-2220.0,-2803.0,13136.0,1602.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2021.0,5051.0,-1886.0,-2098.0,11930.0,-1206.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2022.0,2463.0,-2304.0,-1217.0,14130.0,2200.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2023.0,4643.0,-2248.0,-2734.0,13792.0,-338.0,Reinvestment + Deleveraging
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2024.0,7569.0,-6644.0,1281.0,25417.0,11625.0,Growth + External Financing
NAUKRI,Info Edge (India) Ltd,Communication Services,2013.0,75.0,-46.0,-12.0,1.0,,Reinvestment + Deleveraging
NAUKRI,Info Edge (India) Ltd,Communication Services,2014.0,81.0,-204.0,130.0,1.0,0.0,Growth + External Financing
NAUKRI,Info Edge (India) Ltd,Communication Services,2015.0,51.0,-1051.0,1025.0,1.0,0.0,Growth + External Financing
NAUKRI,Info Edge (India) Ltd,Communication Services,2016.0,78.0,-2.0,-66.0,1.0,0.0,Reinvestment + Deleveraging
NAUKRI,Info Edge (India) Ltd,Communication Services,2017.0,213.0,-165.0,-42.0,1.0,0.0,Reinvestment + Deleveraging
NAUKRI,Info Edge (India) Ltd,Communication Services,2018.0,253.0,-149.0,-75.0,1.0,0.0,Reinvestment + Deleveraging
NAUKRI,Info Edge (India) Ltd,Communication Services,2019.0,276.0,-59.0,-78.0,1.0,0.0,Reinvestment + Deleveraging
NAUKRI,Info Edge (India) Ltd,Communication Services,2020.0,350.0,97.0,-143.0,77.0,76.0,Cash Generation + Deleveraging
NAUKRI,Info Edge (India) Ltd,Communication Services,2021.0,276.0,-2043.0,1880.0,65.0,-12.0,Growth + External Financing
NAUKRI,Info Edge (India) Ltd,Communication Services,2022.0,707.0,-1177.0,35.0,64.0,-1.0,Growth + External Financing
NAUKRI,Info Edge (India) Ltd,Communication Services,2023.0,512.0,-358.0,2.0,108.0,44.0,Growth + External Financing
NAUKRI,Info Edge (India) Ltd,Communication Services,2024.0,702.0,-852.0,120.0,256.0,148.0,Growth + External Financing
NESTLEIND,Nestle India Ltd,Consumer Staples,2013.0,1796.0,-441.0,-580.0,1189.0,,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2014.0,1644.0,-432.0,-1635.0,20.0,-1169.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2015.0,1098.0,-70.0,-498.0,18.0,-2.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2016.0,1466.0,-126.0,-666.0,33.0,15.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2017.0,1818.0,-131.0,-997.0,35.0,2.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2018.0,2052.0,-52.0,-1317.0,35.0,0.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2019.0,2295.0,83.0,-3602.0,189.0,154.0,Cash Generation + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2020.0,2454.0,-321.0,-1956.0,147.0,-42.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2021.0,2236.0,-1920.0,-2020.0,266.0,119.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2022.0,2737.0,-392.0,-2123.0,271.0,5.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2023.0,3392.0,-927.0,-2436.0,271.0,0.0,Reinvestment + Deleveraging
NESTLEIND,Nestle India Ltd,Consumer Staples,2024.0,4175.0,-1237.0,-3135.0,370.0,99.0,Reinvestment + Deleveraging
NHPC,"NHPC Ltd
",Energy,2013.0,2846.0,-1330.0,-1344.0,20340.0,,Reinvestment + Deleveraging
